system:index,VV,‘imageID,.geo
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_0000000000000000014e,-10.854967982750754,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.05754315611276,40.28717893886331]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000174,-15.165574130808357,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.05731057792164,40.287096906580686]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000148,-15.776985604764377,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.05702520754434,40.28703687310969]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001d9,-13.43810776518554,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.08077026048264,40.32313361808372]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000000f4,-9.299472916229941,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.08043841947477,40.32356064341194]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001c8,-10.03772743142245,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.07963086514502,40.32579519152282]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_0000000000000000017a,-9.123125692951767,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.08564574142247,40.28781103056918]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000179,-13.809455222160294,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.0859398350625,40.2876117491425]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000172,-10.43505347445134,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.08613380300227,40.287492293016555]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_0000000000000000016b,-12.230781397943012,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.08628656310592,40.28740386541395]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000141,-12.517936433415436,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.08646306651943,40.28727982526013]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001c1,-8.7096162774383,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.08673974136056,40.2870714879205]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001c0,-12.123592071026676,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.08694665984854,40.286835875708704]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_0000000000000000017b,-10.08487864479192,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.08512453094679,40.286900108625154]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_0000000000000000019e,-9.01481567553079,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.08538320313954,40.286736365128164]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000177,-11.32677532616061,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.07332225875575,40.27160936994888]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_0000000000000000013b,-9.643268137197069,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.07763027449016,40.273126333122335]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000000ed,-11.497024852328883,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.09163722756287,40.3340943621368]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000000ec,-10.37646107885328,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.0915046832864,40.333928097454425]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_0000000000000000018c,-11.838021838933487,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.02232642256897,40.26833486563949]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001a6,-16.528654383429014,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.05827003279197,40.285896249416034]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_0000000000000000015f,-10.53205084454325,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.06310363312906,40.290533346902485]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000160,-4.748020569402524,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.0592180467296,40.29285899932924]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001a7,-11.47711840918302,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.0590502767712,40.29272375585703]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001bb,-11.761977864077211,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.03383345822778,40.32399451862129]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001ba,-11.110431736974547,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.03412064933224,40.32391156058407]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001bc,-11.64756586864395,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.07969904433537,40.324391844598395]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000197,-14.16950956409535,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.07930269355495,40.32484079959961]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000000f1,-12.717191008364166,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.07788438233848,40.324219063440886]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000000f0,-4.474880422976481,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.04124065944515,40.32143460748569]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000113,-8.082897229142139,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.03923819164172,40.32334773593814]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000119,-10.062720330461916,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.03894621651705,40.323341260527584]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001b9,-9.940303590547517,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.07652475437584,40.32252920289005]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001dc,-9.679302544420008,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.07678558206328,40.32270973600758]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000000f7,-9.106073474064978,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.0769290509971,40.32293867859612]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000000e3,-7.2535855323142755,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.07713112630688,40.32315012144616]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001da,-15.950011568458205,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.04562754339372,40.31335923443728]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000196,-12.165296765726765,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.04597600425956,40.313527021664406]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000110,-9.339582553202986,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.0468465994265,40.31198161925772]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000117,-9.600543387137371,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.047142914709,40.3121132830519]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000169,-15.047890708360063,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.04820545142388,40.31264803913319]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000170,-13.243514015753078,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.04857153763757,40.31280699683654]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_0000000000000000016d,-11.305679669785448,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.0489493049209,40.312966032585855]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001db,-12.90978078813489,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.04044566693273,40.31749497152946]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000115,-15.04110193933585,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.0405700601259,40.314849186003414]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000118,-10.00760606503211,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.0402624503784,40.31418541783486]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000114,-9.32723038347907,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.03987181420274,40.31412909101494]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000116,-9.540873151985043,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.03955526334374,40.3142297448405]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000127,-8.601294125330297,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.0900677593226,40.28010520214437]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_0000000000000000013c,-13.031844095380942,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.08910569362106,40.27894110442163]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000000fe,-5.086363822580205,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.08880762339132,40.27844293808057]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000000fd,-9.590166259799362,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.0886584182385,40.278209500999886]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000001,-11.35011497353945,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.07921490201753,40.25867837143993]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000125,-13.620832274760048,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.0652111409315,40.27145745399509]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001e7,-10.1012448108783,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.06192641707852,40.284700184434094]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000161,-11.070814285992498,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.06161120532514,40.28469808240474]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000112,-10.128429364816425,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.05929466212984,40.29637794664082]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001ae,-9.860567424386911,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.05986209449082,40.296283386430254]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001c2,-14.896558109829844,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.0596306297944,40.29558888159692]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001e8,-9.808723946834725,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.0591218400307,40.29566147968796]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001ed,-8.513856273183247,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.0568786195866,40.29321439011459]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001c7,-12.103105176087814,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.07932378905863,40.32556965669116]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_0000000000000000002f,-12.94704257366268,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.0666447902668,40.288182926960296]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_0000000000000000002e,-12.653813700833311,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.0666237637234,40.287977135498245]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_0000000000000000002d,-13.705857457622601,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.06748807346642,40.287951564972545]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_0000000000000000002b,-16.62616221313725,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.06742567713414,40.287790206782596]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000028,-14.14007381495633,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.06738079363635,40.287628964495575]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000035,-7.983829566446282,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.0665990776893,40.28861181105275]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000034,-11.358963051477062,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.0670031342478,40.28850272058618]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001b1,-8.33117133178007,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.05817136715515,40.29657607759516]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000129,-9.281069941484525,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.05809795931668,40.2958468631414]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001b5,-12.583221809729782,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.0589675054692,40.29486019299679]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001ec,-11.78584695471365,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.05946446012746,40.2948009284717]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001b0,-11.198575483602426,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.05923563432472,40.293364305345094]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_0000000000000000018e,-11.828674968361515,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.05769816342956,40.292003858753866]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_0000000000000000011c,-10.247550590756338,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.08895084570395,40.2786897486001]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000000da,-11.246510489766301,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.07294734024558,40.301426480186166]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000106,-12.05365224550948,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.02247426306582,40.27696882775146]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000107,-16.70055834369845,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.02255987253128,40.2766430666361]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_0000000000000000010c,-16.433255432197956,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.02249940898594,40.27632969398567]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000105,-12.71357120055113,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.02252654616225,40.27601246448365]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_0000000000000000018b,-9.747409691286709,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.02247748913368,40.27572152522014]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000065,-13.372170911665265,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.06038098283258,40.29378773749187]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001dd,-9.663353867725728,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.0448323825138,40.30941962164281]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000193,-12.90744965018763,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.04494003813008,40.30920129212862]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001be,-10.668712835893587,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.04505374026303,40.30896512099086]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000198,-10.201853260702375,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.04126604307814,40.31226543295078]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000000f3,-12.052047676400084,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.04090070883328,40.31204386785678]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000111,-13.448384291898417,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.03900169515947,40.31113223808275]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_0000000000000000011a,-12.87062798741352,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.03863849346598,40.31122809847364]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_0000000000000000010f,-9.773998504656808,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.038281339977,40.31130611658443]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001d1,-10.20296250833534,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.08785958166027,40.33124908576701]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000140,-12.624240638407613,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.08763004879933,40.33140407966275]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001d0,-12.63056951770216,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.08742392940937,40.33155475341318]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001cf,-10.483940364703168,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.0872234535049,40.33172334586705]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000001ce,-4.99412532755204,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.08709262965337,40.33193262335987]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_000000000000000000df,-7.434269671623489,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.04491510017127,40.313354381033605]}"
S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89_00000000000000000199,-10.507882428968838,S1B_IW_GRDH_1SDV_20210622T083442_20210622T083507_027467_0347B4_CF89,"{""type"":""Point"",""coordinates"":[140.04099886437217,40.31713663754008]}"
