,id,Address,CityCode,Address_2,LandCatego,Area,Agricult_1,Jurisdicti,名前_漢,耕地面?,水田面?,作物等?,Unnamed_ 1,作物名,転作利?,転作??,地権者_,sensor_loc,distance,uniqueID,作付年_y,H23以前_y,播種月日,geometry
85,05100032709-065945,秋田県八峰町峰浜畑谷野田中台72-10,53490.0,秋田県八峰町峰浜畑谷野田中台72-10,1.0,3473.0,農業振興地域内・農用地区域内,八峰町農業委員会,後藤　豊,3061.0,3061.0,3061.0,30.61,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,山崎　芳弥,,7325.0,36.0,Ｈ24～,,2021/07/07,"MULTIPOLYGON (((-65990.49391061754 32725.55007074626, -65984.3365143751 32729.94829293445, -65975.54030217345 32735.57784919157, -65964.80887478667 32741.03149000044, -65958.2995828092 32744.55007893834, -65955.48479028439 32747.3648541082, -65903.4823383263 32694.82234094377, -65929.3433622997 32667.55396614291, -65990.49391061754 32725.55007074626)))"
86,05100031711-065196,秋田県八峰町峰浜塙大槻野44-1,53490.0,秋田県八峰町峰浜塙大槻野44-1,1.0,616.0,農業振興地域内・農用地区域内,八峰町農業委員会,白鳥　明,544.0,544.0,544.0,5.44,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,藤嶋　勝美,,11125.0,71.0,,☑,2021/06/30,"MULTIPOLYGON (((-65196.61811087273 31736.84620844805, -65184.70204235154 31693.15402359294, -65190.03293925313 31689.60009983966, -65194.63209103455 31693.78117673402, -65199.02220280925 31699.00757720131, -65206.86174394454 31708.9375681954, -65208.11609043687 31711.65532235725, -65206.23459660231 31717.82235635179, -65201.00820282749 31729.42487160891, -65198.81317906989 31733.91943910173, -65196.61811087273 31736.84620844805)))"
87,05100031826-065073,秋田県八峰町峰浜塙大槻野208-1,53490.0,秋田県八峰町峰浜塙大槻野208-1,1.0,1458.0,農業振興地域内・農用地区域内,八峰町農業委員会,播摩　惠美子,923.0,923.0,923.0,9.23,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,ハリマ　トシミツ,,10975.0,65.0,Ｒ1～,,2021/06/30,"MULTIPOLYGON (((-65096.35039886249 31832.25435438391, -65092.7442077411 31834.29259204678, -65083.33685430372 31836.01728796883, -65059.97505891936 31839.1531344239, -65056.53723299954 31838.89427134971, -65054.05109357712 31837.40256995453, -65051.82199897128 31832.41110731039, -65049.94054223462 31825.19877032301, -65049.62695830429 31819.24082734736, -65092.27385144423 31811.24449215077, -65093.99856929849 31816.26176708506, -65096.35039886249 31832.25435438391)))"
88,05100032104-063596,秋田県八峰町峰浜塙才門四郎台161,53490.0,秋田県八峰町峰浜塙才門四郎台161,1.0,3058.0,農業振興地域内・農用地区域内,八峰町農業委員会,金平　俊明,2935.0,2935.0,2935.0,29.35,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,金平　俊明,,16725.0,114.0,,☑,2021/06/27,"MULTIPOLYGON (((-63552.47956697357 32132.36981613416, -63618.09536080447 32056.69834475398, -63640.94488558649 32073.70834878722, -63574.14763643821 32151.09392706419, -63552.47956697357 32132.36981613416)))"
89,05100031761-065141,秋田県八峰町峰浜塙大槻野45,53490.0,秋田県八峰町峰浜塙大槻野45,1.0,1061.0,農業振興地域内・農用地区域内,八峰町農業委員会,白鳥　明,1066.0,1066.0,1066.0,10.66,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,シラトリ　マサカツ,,11000.0,67.0,,☑,2021/06/30,"MULTIPOLYGON (((-65191.8531008042 31731.42842912446, -65178.77797205975 31740.33065083624, -65162.22534835571 31752.15397484724, -65138.02241230341 31768.70655754682, -65123.97359183668 31776.35690096122, -65114.37590749084 31781.50350631066, -65103.80445448819 31787.62383020309, -65095.03166509215 31791.64777421922, -65093.65037479493 31791.93581929828, -65091.77999880643 31791.44672488235, -65090.87414555104 31790.47115833181, -65090.17292520114 31789.71026068283, -65089.75915690909 31786.98690608813, -65094.00994770733 31784.61760841677, -65096.17014006792 31783.1542529544, -65103.10901255901 31779.26405365363, -65114.89906373611 31773.11701214882, -65126.06006392572 31766.74525943961, -65137.89497742059 31759.63309702585, -65147.30239651191 31753.57055984251, -65154.85316871649 31748.80173940523, -65168.4847390486 31739.62128712234, -65180.30803589173 31730.99731247167, -65187.95838153974 31725.1551943647, -65189.76659296563 31724.45973730461, -65190.74030316241 31727.39465214965, -65191.8531008042 31731.42842912446)))"
90,05100031741-063828,秋田県八峰町峰浜塙上才神169,53490.0,秋田県八峰町峰浜塙上才神169,1.0,1332.0,農業振興地域内・農用地区域内,八峰町農業委員会,藤嶋　勇市,1565.0,1565.0,1565.0,15.65,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,藤嶋　正市,,16200.0,109.0,,☑,2021/06/27,"MULTIPOLYGON (((-63807.21493453514 31784.66330356604, -63805.43226846015 31783.15480971182, -63804.0608982568 31782.33203864263, -63802.27820871468 31781.78349377436, -63799.67271341888 31781.92060686708, -63798.16426171598 31780.68645372795, -63789.79919049641 31772.1842994336, -63788.0164831814 31770.26438881491, -63789.93633253728 31768.20746170859, -63788.83928605085 31765.05340186915, -63849.86291367011 31695.66480624839, -63870.15840747157 31713.76617525521, -63807.21493453514 31784.66330356604)))"
91,05100031970-065827,秋田県八峰町峰浜畑谷上根洗向9,53490.0,秋田県八峰町峰浜畑谷上根洗向9,1.0,627.0,農業振興地域内・農用地区域内,八峰町農業委員会,武田　和秋,1053.0,1053.0,1053.0,10.53,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,武田　和秋,,5900.0,26.0,,☑,2021/06/30,"MULTIPOLYGON (((-65846.44832742265 32014.02189239847, -65826.12827106811 32003.90366252155, -65817.43167621718 32004.23820829006, -65811.91264617982 32003.15105272714, -65799.7039689013 31997.79937095577, -65810.49106223739 31979.31903432876, -65793.34872961525 31971.81812331833, -65797.36254838484 31961.83372583409, -65799.03494175528 31961.16478992951, -65800.95828934266 31957.98716704872, -65803.46688635087 31952.71899487127, -65804.13587922799 31948.03621258548, -65801.87805410859 31945.52758300239, -65805.22298334651 31935.96135311821, -65809.15312140292 31934.79057068634, -65816.84630475596 31933.95443916669, -65822.36533203597 31933.78715618355, -65827.29897500522 31935.20872753398, -65841.76547405349 31940.81135854913, -65847.11727659154 31943.73809207253, -65859.40958516818 31950.7623361412, -65854.22507176375 31968.69071669393, -65853.72338988114 31975.29686302991, -65851.63279846379 31987.03730327911, -65847.70263836156 31996.40287327844, -65845.94660488343 32000.89330829763, -65846.44832742265 32014.02189239847)))"
92,05100030477-065362,秋田県八峰町峰浜小手萩神祇台89,53490.0,秋田県八峰町峰浜小手萩神祇台89,1.0,2989.0,農業振興地域内・農用地区域内,八峰町農業委員会,佐藤　雅之,2869.0,2869.0,2869.0,28.69,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,佐藤　榮一,,13325.0,87.0,,☑,2021/06/29,"MULTIPOLYGON (((-65315.72073003909 30499.86465477724, -65388.640393568 30433.02832193892, -65407.86176628515 30454.25368432462, -65334.90539442897 30520.90667164722, -65315.72073003909 30499.86465477724)))"
93,05100030453-065342,秋田県八峰町峰浜小手萩神祇台90,53490.0,秋田県八峰町峰浜小手萩神祇台90,1.0,2536.0,農業振興地域内・農用地区域内,八峰町農業委員会,佐藤　雅之,2434.0,2434.0,2434.0,24.34,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,佐藤　榮一,,13375.0,88.0,,☑,2021/06/29,"MULTIPOLYGON (((-65310.40458457822 30491.68232981114, -65308.82018992829 30489.56985263331, -65306.00350604823 30486.22501685166, -65298.43358007957 30477.77482383884, -65370.43595968096 30412.6381688865, -65381.52679805008 30424.08110814746, -65382.58309967633 30426.54571838469, -65382.23098411161 30429.53845254265, -65380.47050918158 30431.82704367899, -65372.1964139023 30439.92509571645, -65345.96571391599 30462.98701009737, -65316.74225859466 30488.86568279611, -65313.04526652594 30492.21050019935, -65311.46085466223 30492.38650483062, -65310.40458457822 30491.68232981114)))"
94,05100030631-064921,秋田県八峰町峰浜小手萩蒲坂台71,53490.0,秋田県八峰町峰浜小手萩蒲坂台71,1.0,2923.0,農業振興地域内・農用地区域内,八峰町農業委員会,神馬　隆,2806.0,2806.0,2806.0,28.06,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,ジンバ　イチロウ,,13950.0,92.0,,☑,2021/06/29,"MULTIPOLYGON (((-64932.41895889497 30682.44796283463, -64928.99052614178 30682.86609815955, -64917.6180092959 30680.35742960899, -64902.64974698477 30677.93235352572, -64907.58339088372 30581.10721449582, -64934.84401999876 30582.94685718577, -64938.10520046871 30584.36839259437, -64939.02503229623 30587.62964057889, -64932.41895889497 30682.44796283463)))"
95,05100032030-065902,秋田県八峰町峰浜畑谷上根洗向1-4,53490.0,秋田県八峰町峰浜畑谷上根洗向1-4,1.0,1230.0,農業振興地域内・農用地区域内,八峰町農業委員会,後藤　信一,1187.0,1187.0,1187.0,11.87,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,後藤　信一,,5825.0,24.0,,☑,2021/06/30,"MULTIPOLYGON (((-65897.29013235855 32053.00618819457, -65879.39511962807 32035.11115396295, -65901.88931680858 32006.3454860324, -65911.33853033754 32008.77046279926, -65914.51613111285 32016.46361694353, -65917.94461090765 32022.73526349143, -65922.62736803807 32028.67237101297, -65923.46362726833 32031.01371650744, -65922.87824743113 32034.7767122, -65920.95498776757 32038.4561023606, -65917.86100734877 32040.46297991739, -65897.29013235855 32053.00618819457)))"
96,05100032788-065830,秋田県八峰町峰浜畑谷野田中台3-2,53490.0,秋田県八峰町峰浜畑谷野田中台3-2,1.0,1538.0,農業振興地域内・農用地区域内,八峰町農業委員会,藤田　彰静,1503.0,1503.0,1503.0,15.03,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,藤田　正意,,7575.0,38.0,,☑,2021/07/07,"MULTIPOLYGON (((-65844.26142141568 32816.37741960352, -65798.91774130586 32774.82482645178, -65816.41546379388 32760.05520708593, -65859.31324608839 32800.03668885037, -65844.26142141568 32816.37741960352)))"
97,05100033128-065593,秋田県八峰町峰浜畑谷御注進11-1,53490.0,秋田県八峰町峰浜畑谷御注進11-1,1.0,1242.0,農業振興地域内・農用地区域内,八峰町農業委員会,山崎　佳行,698.0,698.0,698.0,6.98,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,山崎　定一,,9100.0,56.0,,☑,2021/07/01,"MULTIPOLYGON (((-65608.05724382792 33139.54066835625, -65600.7445188259 33142.59539928623, -65598.14432694936 33142.76867650975, -65594.99166217473 33142.07574953385, -65581.14595941061 33136.81047873725, -65578.64339608091 33133.84161621213, -65578.03672922391 33130.46146195213, -65577.95007343049 33125.60790627975, -65578.73011492542 33121.2743792957, -65581.07019352904 33118.50087003368, -65581.73102006761 33114.77445323821, -65583.23696634166 33112.69390017161, -65586.27043867559 33112.0872032852, -65596.75765867681 33113.47392274017, -65599.28185360752 33113.99441001553, -65601.42691413901 33114.57950057536, -65602.79199752206 33115.74946871903, -65608.05724382792 33139.54066835625)))"
98,05100033239-065689,秋田県八峰町峰浜畑谷御注進5-47,53490.0,秋田県八峰町峰浜畑谷御注進5-47,1.0,1851.0,農業振興地域内・農用地区域内,八峰町農業委員会,後藤　進栄,1810.0,1810.0,1810.0,18.1,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,,6.0,8775.0,55.0,Ｒ1～,,2021/07/07,"MULTIPOLYGON (((-65712.46716161424 33257.73708284949, -65705.60225196452 33256.82348133683, -65692.6816697617 33254.47429700662, -65667.88456188994 33250.68943248365, -65664.09976173227 33236.33319249061, -65662.4031279371 33236.20276155348, -65659.66237805292 33221.45498860098, -65663.57775092145 33220.80238749018, -65672.06096849259 33221.97701561444, -65688.50534481389 33224.84830964484, -65703.90562326416 33227.85003532482, -65710.95320988448 33229.67715146134, -65713.90275456641 33230.98229588161, -65717.03501943647 33231.89588649861, -65716.77402940564 33233.98408143452, -65715.9909917279 33237.89935585463, -65714.55530867307 33243.6418685274, -65712.98920487068 33250.9504486852, -65712.46716161424 33257.73708284949)))"
99,05100032955-065685,秋田県八峰町峰浜畑谷御注進5-16,53490.0,秋田県八峰町峰浜畑谷御注進5-16,1.0,4044.0,農業振興地域内・農用地区域内,八峰町農業委員会,藤田　彰静,2685.0,2685.0,2685.0,26.85,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,佐々木　芳三郎,,7775.0,42.0,,☑,2021/07/07,"MULTIPOLYGON (((-65660.07320249113 32974.23828659688, -65662.03090407574 32924.31781978889, -65663.40126449942 32918.64063774647, -65663.98854541643 32913.5506965345, -65664.96734937039 32911.98453631606, -65672.40647824679 32914.92107304799, -65707.64449337713 32935.67226468192, -65710.38524177037 32938.02151785298, -65706.66566389441 32998.121826612, -65702.55453267862 32996.35997981622, -65689.04667650958 32988.92081249003, -65672.60225746446 32981.2859024655, -65666.53347168931 32978.1537022037, -65661.6393712428 32976.58756806199, -65660.07320249113 32974.23828659688)))"
100,05100033183-065757,秋田県八峰町峰浜畑谷野田中台11-6,53490.0,秋田県八峰町峰浜畑谷野田中台11-6,1.0,3927.0,農業振興地域内・農用地区域内,八峰町農業委員会,佐々木　喜美雄,3768.0,3768.0,3768.0,37.68,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,タケダ　ミエ,,8600.0,53.0,,☑,2021/07/07,"MULTIPOLYGON (((-65762.482399731 33228.07760453634, -65756.60939147686 33228.07755124791, -65754.45600487715 33227.88179739563, -65755.82637034211 33221.22570004631, -65752.49827347136 33219.46386898893, -65740.16498629148 33215.15698064073, -65730.9640203803 33212.80774741565, -65735.85814281195 33189.31572403386, -65745.84222028818 33143.99576888637, -65760.91628983449 33146.14924420321, -65778.7310349496 33149.86882693448, -65785.19135041477 33151.43494033898, -65784.21249527069 33157.6995052606, -65769.92152031444 33203.50886333414, -65765.81043099859 33218.77862856353, -65762.482399731 33228.07760453634)))"
101,05100032990-065741,秋田県八峰町峰浜畑谷御注進5-15,53490.0,秋田県八峰町峰浜畑谷御注進5-15,1.0,3876.0,農業振興地域内・農用地区域内,八峰町農業委員会,後藤　シミ,3182.0,3182.0,3182.0,31.82,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,後藤　?師,,7850.0,43.0,,☑,2021/07/07,"MULTIPOLYGON (((-65761.79350119643 33045.20369509533, -65756.7036097947 33040.50537280971, -65750.43907413633 33034.63233046589, -65740.06345874225 33025.03976831468, -65731.25397979468 33018.18796924254, -65728.31746969615 33015.05569346218, -65724.20637929774 33013.09800917307, -65719.11639013365 33009.37844158493, -65717.94185113153 33005.07161168942, -65717.15873473402 33000.76470227161, -65716.96296802133 32996.8493764712, -65716.37571116182 32988.2356118527, -65716.37567525604 32980.99225849575, -65716.17993871341 32973.94472097382, -65714.80952345382 32964.7436368385, -65715.59257808171 32951.03997624337, -65716.3757066901 32939.68552551399, -65723.61908147023 32945.1670383347, -65746.52377150678 32958.4790756805, -65766.68771853292 32971.79121847335, -65765.3173675961 32997.82816526815, -65763.16390645922 33031.89162325716, -65761.79350119643 33045.20369509533)))"
102,05100032859-065813,秋田県八峰町峰浜畑谷野田中台11-27,53490.0,秋田県八峰町峰浜畑谷野田中台11-27,1.0,3089.0,農業振興地域内・農用地区域内,八峰町農業委員会,武田　清春,2669.0,2669.0,2669.0,26.69,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,武田　清春,,7600.0,40.0,,☑,2021/07/07,"MULTIPOLYGON (((-65868.09461636616 32878.79466963597, -65794.09484593073 32880.77680960075, -65788.80916159409 32881.27228037112, -65785.01002248397 32881.27235056861, -65784.3493667572 32878.95981175174, -65784.6797116183 32864.25899476716, -65786.1662611084 32840.14298040458, -65788.97429026446 32825.60730425143, -65792.77339172069 32819.49569685143, -65796.07696398017 32820.48680629419, -65841.17056492703 32858.31262175843, -65857.35801833913 32871.52683204327, -65865.94728841948 32877.14287841522, -65868.09461636616 32878.79466963597)))"
103,05100033216-065901,秋田県八峰町峰浜畑谷野田中台11-12,53490.0,秋田県八峰町峰浜畑谷野田中台11-12,1.0,3673.0,農業振興地域内・農用地区域内,八峰町農業委員会,山崎　勝江,3093.0,3093.0,3093.0,30.93,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,山崎　勝江,,8175.0,47.0,,☑,2021/07/07,"MULTIPOLYGON (((-65890.57079207133 33176.03680417332, -65938.22147187144 33187.56090092111, -65940.43785132689 33188.20443268811, -65941.66787366742 33189.2566444918, -65941.91800134371 33190.25893451079, -65941.85200710454 33191.74427651683, -65941.1918098285 33193.36172359302, -65937.56772321447 33198.36294712721, -65935.11680851316 33201.70498045566, -65930.8092555515 33207.34951447902, -65925.47723732371 33213.91398254347, -65916.26790101275 33224.90577148688, -65909.97123751052 33233.65663452604, -65903.93922832822 33244.21579036762, -65899.03746093523 33252.97946816339, -65896.66086310796 33256.3958606928, -65893.83864526848 33259.51516535572, -65890.57080718949 33262.04029854481, -65883.73808146555 33266.79348264418, -65869.03280176746 33249.86017700523, -65890.57079207133 33176.03680417332)))"
104,05100033025-065835,秋田県八峰町峰浜畑谷野田中台11-19,53490.0,秋田県八峰町峰浜畑谷野田中台11-19,1.0,3599.0,農業振興地域内・農用地区域内,八峰町農業委員会,武田　サツ,3445.0,3445.0,3445.0,34.45,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,タケダ　コウゾウ,,7950.0,45.0,,☑,2021/07/07,"MULTIPOLYGON (((-65810.14549313401 33061.17665837426, -65821.04719176816 32980.98277151548, -65823.69005336027 32980.98270096122, -65835.41772022123 32982.30419754111, -65843.01586485634 32983.13005410307, -65848.46675004619 32983.13007516859, -65851.93553564143 32983.62555163182, -65856.56049654448 32984.6166591837, -65850.94446265214 33069.84852546061, -65849.29264137715 33069.76597842798, -65844.59011004263 33069.14347883502, -65831.01389372416 33065.71513476237, -65818.26047083878 33062.56103188371, -65812.78828724928 33061.83735858909, -65810.14549313401 33061.17665837426)))"
105,05100032114-063463,秋田県八峰町峰浜塙才門四郎台149,53490.0,秋田県八峰町峰浜塙才門四郎台149,1.0,2327.0,農業振興地域内・農用地区域内,八峰町農業委員会,嶋田　弘子,2233.0,2233.0,2233.0,22.33,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,シマダ　ヤスゴロウ,,16975.0,115.0,,☑,2021/06/27,"MULTIPOLYGON (((-63442.90832704811 32156.84542557889, -63438.35754034287 32141.67601387995, -63436.84053868365 32133.65791465346, -63435.32364352662 32124.77303759616, -63435.97377660489 32122.38927693051, -63476.49765186952 32076.23109558685, -63497.51806523479 32094.43434614576, -63446.37559729416 32153.594844298, -63442.90832704811 32156.84542557889)))"
106,05100032140-063481,秋田県八峰町峰浜塙才門四郎台148,53490.0,秋田県八峰町峰浜塙才門四郎台148,1.0,2557.0,農業振興地域内・農用地区域内,八峰町農業委員会,嶋田　弘子,2454.0,2454.0,2454.0,24.54,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,シマダ　ヤスゴロウ,,17000.0,116.0,,☑,2021/06/27,"MULTIPOLYGON (((-63520.92226537759 32114.37114363351, -63458.29437107742 32186.10069390191, -63452.87672732391 32180.46633144322, -63448.32597274308 32173.31502064317, -63445.94221731188 32164.64682434998, -63444.64194487585 32159.66257807595, -63500.11854452206 32096.38464861298, -63520.92226537759 32114.37114363351)))"
107,05100033106-065777,秋田県八峰町峰浜畑谷野田中台11-7,53490.0,秋田県八峰町峰浜畑谷野田中台11-7,1.0,3631.0,農業振興地域内・農用地区域内,八峰町農業委員会,今井　優,3137.0,3137.0,3137.0,31.37,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,山崎　正保,,8325.0,49.0,,☑,2021/07/07,"MULTIPOLYGON (((-65784.75787202804 33144.65164807416, -65782.24920853974 33145.17427311164, -65747.33728468767 33137.64832853393, -65748.17349249987 33129.80881833141, -65754.23604100692 33107.0220346311, -65765.94308729532 33076.91825958849, -65772.00558659149 33077.96351097521, -65776.39571240832 33076.70926143533, -65781.6220588596 33065.21127521777, -65784.33974855972 33065.21124587465, -65808.79904717428 33069.3923708373, -65807.33568529107 33075.24586879139, -65784.75787202804 33144.65164807416)))"
108,05100030774-065380,秋田県八峰町峰浜塙神祇林120,53490.0,秋田県八峰町峰浜塙神祇林120,2.0,1768.0,農業振興地域内・農用地区域内,八峰町農業委員会,水木　和男,1012.0,1012.0,1012.0,10.12,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,水木　和男,,12525.0,78.0,,☑,2021/06/29,"MULTIPOLYGON (((-65358.77789173304 30775.16415019106, -65390.20371734595 30752.30923355671, -65404.53395665818 30767.84022402228, -65364.60390406177 30799.00583989979, -65358.77789173304 30775.16415019106)))"
109,05100031272-068918,秋田県八峰町峰浜沼田下釜谷1-13,53490.0,秋田県八峰町峰浜沼田下釜谷1-13,1.0,5725.0,農業振興地域内・農用地区域内,八峰町農業委員会,株式会社みらいファーム,5496.0,5496.0,5496.0,54.96,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,袴田　孝夫,,2450.0,16.0,,☑,2021/07/04,"MULTIPOLYGON (((-68977.00568297523 31306.66441406997, -68847.18350566085 31270.44598541091, -68850.47610633861 31258.21626636088, -68852.35759081491 31253.51264086481, -68854.23903168502 31247.86812771566, -68860.35388542413 31238.46079940628, -68986.8835110932 31272.79778147359, -68977.00568297523 31306.66441406997)))"
110,05100031340-064286,秋田県八峰町峰浜塙豊後長根225,53490.0,秋田県八峰町峰浜塙豊後長根225,1.0,3043.0,農業振興地域内・農用地区域内,八峰町農業委員会,高杉　繁,2921.0,2921.0,2921.0,29.21,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,高杉　繁,,15675.0,103.0,,☑,2021/06/26,"MULTIPOLYGON (((-64316.0387520149 31383.51289658415, -64313.84465707469 31382.69010168315, -64240.61632960258 31319.47236989418, -64240.20488100403 31317.41535276867, -64241.57620332469 31314.94703389867, -64256.9349929594 31297.80549455739, -64259.40336945972 31299.17684219951, -64261.32316508815 31300.41099910127, -64330.71185484892 31361.43469179, -64331.53462156456 31363.7658451699, -64331.26035524223 31365.13717068774, -64330.02619961309 31366.37138311586, -64316.0387520149 31383.51289658415)))"
111,05100031226-064247,秋田県八峰町峰浜塙豊後長根215,53490.0,秋田県八峰町峰浜塙豊後長根215,1.0,3020.0,農業振興地域内・農用地区域内,八峰町農業委員会,高杉　雄一,2899.0,2899.0,2899.0,28.99,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,高杉　石?,,15600.0,102.0,,☑,2021/06/26,"MULTIPOLYGON (((-64293.51678780546 31248.50953782355, -64274.07726441202 31269.48994618176, -64200.15287793528 31203.68604449689, -64216.11929893568 31184.11143135588, -64217.92340037302 31185.31113747166, -64220.59337746937 31184.11280922707, -64293.51678780546 31248.50953782355)))"
112,05100032161-064994,秋田県八峰町峰浜塙大槻野135,53490.0,秋田県八峰町峰浜塙大槻野135,1.0,4047.0,農業振興地域内・農用地区域内,八峰町農業委員会,播摩　惠美子,4141.0,4141.0,4141.0,41.41,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,ハリマ　トシミツ,,10500.0,63.0,,☑,2021/07/09,"MULTIPOLYGON (((-64987.79710400612 32215.33903497387, -64972.02134939554 32211.17182242276, -64969.18277659566 32216.4375138657, -64963.82497066382 32214.50276176206, -64961.65306839274 32212.07341800909, -64959.14447372431 32208.14317517585, -64958.72633283618 32203.62760533077, -64959.56255102575 32198.19225813275, -64960.98413733806 32192.84044836279, -64967.59024756021 32175.40537708999, -64977.37390223469 32152.49314653495, -65001.03876882716 32104.45263628347, -65032.56404187316 32119.33728243204, -65009.90262524745 32169.85289371262, -64987.79710400612 32215.33903497387)))"
113,05100031778-065044,秋田県八峰町峰浜塙大槻野212,53490.0,秋田県八峰町峰浜塙大槻野212,1.0,2162.0,農業振興地域内・農用地区域内,八峰町農業委員会,白鳥　八重子,2076.0,2076.0,2076.0,20.76,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,白鳥　康則,2.0,11000.0,68.0,Ｈ25～,,2021/06/30,"MULTIPOLYGON (((-65082.15235314026 31784.7941833624, -65072.49301866668 31786.28064891211, -65055.66417547514 31789.8345287358, -65016.14405095033 31798.03310718672, -65008.49899595226 31770.9958281598, -65071.25053954075 31759.63922279115, -65082.15235314026 31784.7941833624)))"
114,05100030655-065520,秋田県八峰町峰浜塙神祇林157,53490.0,秋田県八峰町峰浜塙神祇林157,1.0,1444.0,農業振興地域内・農用地区域内,八峰町農業委員会,高杉　軍一,1386.0,1386.0,1386.0,13.86,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,高杉　軍一,,12700.0,80.0,,☑,2021/06/29,"MULTIPOLYGON (((-65482.34386305019 30667.31044941542, -65543.17996616167 30618.65453725198, -65559.5465427873 30638.12272168397, -65498.27470817426 30693.06567619508, -65482.68319694995 30672.12263963398, -65484.68841865493 30670.4143859595, -65482.34386305019 30667.31044941542)))"
115,05100032040-066069,秋田県八峰町峰浜畑谷根洗向74,53490.0,秋田県八峰町峰浜畑谷根洗向74,1.0,1274.0,農業振興地域内・農用地区域内,八峰町農業委員会,佐々木　充,1210.0,1210.0,1210.0,12.1,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,佐々木　充,,5550.0,20.0,,☑,2021/06/30,"MULTIPOLYGON (((-66083.21847626491 32063.44041244878, -66042.79890847867 32033.61418544931, -66047.77834320285 32027.68081343888, -66046.45540432312 32026.09332437133, -66054.11227220339 32017.36407974278, -66056.99202300092 32019.42108100549, -66060.48888275686 32022.19799307025, -66065.42562070118 32024.56352717533, -66069.95098011683 32026.31191676852, -66072.62503563853 32028.0603502408, -66076.43047681548 32030.94013583272, -66079.61874650182 32033.20286738627, -66083.93841556553 32036.69970878445, -66088.8751082013 32039.88800531488, -66094.01759017387 32043.59059238699, -66083.21847626491 32063.44041244878)))"
116,05100031895-065593,秋田県八峰町峰浜畑谷上根洗向62-1,53490.0,秋田県八峰町峰浜畑谷上根洗向62-1,1.0,1294.0,農業振興地域内・農用地区域内,八峰町農業委員会,武田　ムツ子,1707.0,1707.0,1707.0,17.07,大豆,農事組合法人八峰アグリプロ,峰浜石川字外林３３‐１６,武田　マツノ,,6150.0,31.0,,☑,2021/06/30,"MULTIPOLYGON (((-65583.43414321769 31916.83978092239, -65581.27653222355 31917.06825295372, -65577.89392217118 31915.97120779114, -65573.96275572237 31913.50280707304, -65570.12303617169 31911.08014127858, -65568.75168045277 31908.33743778874, -65569.02591820106 31904.95477358684, -65569.66589174769 31902.1664629367, -65572.77423721358 31902.89782691577, -65575.69981790343 31904.26910145672, -65576.24835029469 31900.06368249248, -65579.93263894001 31896.72677696207, -65584.50379598427 31895.7211333059, -65589.50457808598 31895.21833226371, -65591.72616132737 31892.42991163536, -65593.09749763449 31887.58456477108, -65595.38307021532 31886.21321497083, -65597.02868286973 31886.21316238997, -65598.37259503265 31886.44175891202, -65601.26153868796 31882.46482703872, -65608.02676385296 31871.76842369429, -65614.51783145372 31865.55165071267, -65617.35189486554 31866.6487277852, -65620.64311498855 31869.57422803243, -65619.72890888387 31870.48847201894, -65608.4838892236 31885.2989276693, -65592.30214582088 31905.32044853103, -65583.43414321769 31916.83978092239)))"
